,Unnamed: 0,votes,helpfulness,time,reviews,cleanReviews,cleanReviewsBi
162,162,False,11,18568,"The publishers of this game have screwed the player based at every opportunity.
don't be surprised if this game is deleted off steam to make way for the new $60 """"""remaster"""""" they force out in 2025.",the publishers of this game have screwed the player based at every opportunity  don t be surprised if this game is deleted off steam to make way for the new        remaster    they force out in      ,publishersscrew screwplayer playerbase baseopportunity opportunitysurprise surprisedelete deletesteam steamremaster remasterforce
163,163,False,6,24175,"Bring family sharing back, lower the price to its normal state again, and put a better discount on ds1 (not that crappy 10% discount)",bring family sharing back  lower the price to its normal state again  and put a better discount on ds   not that crappy     discount ,bringfamily familyshare sharelower lowerprice pricenormal normalstate statediscount discountds dscrappy crappydiscount
164,164,False,6,9668,"Make sure when you are playing, that you play with steam in OFFLINE MODE.

If you do not and you get invaded in multiplayer (or invade someone else) you may encounter a cheater that completely ****s your save file, adding cheated weapons and other items which cannot be deleted.

Otherwise a great game, but this completely ruined it for me as I encountered a cheater 48 hours into a save file in NG+.",make sure when you are playing  that you play with steam in offline mode   if you do not and you get invaded in multiplayer  or invade someone else  you may encounter a cheater that completely     s your save file  adding cheated weapons and other items which cannot be deleted   otherwise a great game  but this completely ruined it for me as i encountered a cheater    hours into a save file in ng  ,steamoffline offlinemode modeinvade invademultiplayer multiplayerinvade invadeencounter encountercheater cheatercompletely completelysave savefile fileadd addcheat cheatweapons weaponsitems itemsdelete deletegreat greatcompletely completelyruin ruinencounter encountercheater cheaterhours hourssave savefile fileng
165,165,False,5,16515,"Cheaters are too rampart to enjoy the game, and they can put cheated items into your inventory, causing you to be softbanned, along with the cheaters.",cheaters are too rampart to enjoy the game  and they can put cheated items into your inventory  causing you to be softbanned  along with the cheaters ,cheatersrampart rampartenjoy enjoycheat cheatitems itemsinventory inventorysoftbanned softbannedcheaters
166,166,False,13,16937,"This game used to be so fun. But From stopped caring about the game and are now just driving it into the dirt. There are so many things that need fixing. But the first thing they do after a couple of years is remove the family sharing for this game. All that is going to do is kill the game. Now if a hacker force gives your character and you get banned because of it, you have to buy a brand new copy of the game on a alt account just because From is to lazy to fix their dam game.  It is a good thing I got my account un-banned when I did, but I don't expect more than 5000 players to be playing buy the end of the month. From is honestly the laziest game company I have ever seen and I probably won't buy any more of their games till they fix this one. From, Just fix the games you have already made before putting out new ones.",this game used to be so fun  but from stopped caring about the game and are now just driving it into the dirt  there are so many things that need fixing  but the first thing they do after a couple of years is remove the family sharing for this game  all that is going to do is kill the game  now if a hacker force gives your character and you get banned because of it  you have to buy a brand new copy of the game on a alt account just because from is to lazy to fix their dam game   it is a good thing i got my account un banned when i did  but i don t expect more than      players to be playing buy the end of the month  from is honestly the laziest game company i have ever seen and i probably won t buy any more of their games till they fix this one  from  just fix the games you have already made before putting out new ones ,funcare caredrive drivedirt dirtthings thingsthing thingcouple coupleyears yearsremove removefamily familyshare sharekill killhacker hackerforce forcecharacter characterban banbuy buybrand brandcopy copyalt altaccount accountlazy lazydam damgood goodthing thingaccount accountban banexpect expectplayers playersbuy buymonth monthhonestly honestlylaziest laziestcompany companywin winbuy buytill
167,167,False,6,2236,"The game is filled with hackers that put items into your inventory that you cannot discard that will get you banned. The dev has done nothing to fix this still. Not worth getting if you want to play online,",the game is filled with hackers that put items into your inventory that you cannot discard that will get you banned  the dev has done nothing to fix this still  not worth getting if you want to play online ,fillhackers hackersitems itemsinventory inventorydiscard discardban bandev devworth worthonline
168,168,False,3,21139,"Games good 
bandai can fuck themselves",games good  bandai can fuck themselves,goodbandai bandaifuck
169,169,False,2,396,They disabled family sharing.,they disabled family sharing ,disablefamily familyshare
170,170,False,9,5013,Imagine having to buy the game again because you were given a +99 stormruler and can no longer play online co op or invasions.,imagine having to buy the game again because you were given a     stormruler and can no longer play online co op or invasions ,imaginebuy buystormruler stormrulerlonger longeronline onlineop opinvasions
171,171,False,2,5262,"me me invocaron unos hackers y me metieron items hackeados a mi inventario, y me bloquearon del serv online....  no puede pasar eso cuando uno ni si quiera tuvo la culpa ni obtuvo esos objetos intencionalmente!!",me me invocaron unos hackers y me metieron items hackeados a mi inventario  y me bloquearon del serv online      no puede pasar eso cuando uno ni si quiera tuvo la culpa ni obtuvo esos objetos intencionalmente  ,invocaronunos unoshackers hackersmetieron metieronitems itemshackeados hackeadosmi miinventario inventariobloquearon bloquearondel delserv servonline onlinepuede puedepasar pasareso esocuando cuandouno unoni nisi siquiera quieratuvo tuvola laculpa culpani niobtuvo obtuvoesos esosobjetos objetosintencionalmente
172,172,False,2,997,"As long as legit players keep getting banned from the game and hackers go out unpunished, my review will stay negative.
Just wanted to have some fun playing with my friend because i kinda suck at this types of games untill some random chinese hacker summons me to his world and starts giving me items without even needing my acceptance. Just brute forcing players to accept this. So i ask.
Why am i getting punished for this? Why do i need to create another character and start over? After all the pain in the ass i had to just progress in the game? No, no and no. I won´t create another character, it is the DEV´s job to prevent this issues and not punish new players for their incompetence of having a decent anti-cheat.",as long as legit players keep getting banned from the game and hackers go out unpunished  my review will stay negative  just wanted to have some fun playing with my friend because i kinda suck at this types of games untill some random chinese hacker summons me to his world and starts giving me items without even needing my acceptance  just brute forcing players to accept this  so i ask  why am i getting punished for this  why do i need to create another character and start over  after all the pain in the ass i had to just progress in the game  no  no and no  i won t create another character  it is the dev s job to prevent this issues and not punish new players for their incompetence of having a decent anti cheat ,longlegit legitplayers playersban banhackers hackersunpunished unpunishedreview reviewstay staynegative negativefun funfriend friendkinda kindasuck sucktype typeuntill untillrandom randomchinese chinesehacker hackersummon summonstart startitems itemsacceptance acceptancebrute bruteforce forceplayers playersaccept acceptpunish punishcreate createcharacter characterstart startpain painass assprogress progresswin wincreate createcharacter characterdev devjob jobprevent preventissue issuepunish punishplayers playersincompetence incompetencedecent decentanti anticheat
173,173,False,7,58,"I wanted to like this game, i found it on sale so i gave it a try,

THIS GAME HAS BEEN OUT FOR 4 YEARS AND DOESN'T EVEN HAVE PC CONTROLS

CANT CHANGE MY REFRESH RATE

CANT CHANGE MY SENSITIVITY, ITS FASTER THAN A MOTORCYCLE

I CANT USE HEALTH POTS IN MY INVENTORY WITHOUT GETTING 1SHOT BY A BOSS

WHY DO PEOPLE EVEN SUPPORT THIS TERRIBLE COMPANY IF THEY CANT FIX ANYTHING AFTER 4 YEARS OF RELEASE???????

Thanks for the free uninstall",i wanted to like this game  i found it on sale so i gave it a try   this game has been out for   years and doesn t even have pc controls  cant change my refresh rate  cant change my sensitivity  its faster than a motorcycle  i cant use health pots in my inventory without getting  shot by a boss  why do people even support this terrible company if they cant fix anything after   years of release         thanks for the free uninstall,findsale saleyears yearspc pccontrol controlchange changerefresh refreshrate ratechange changesensitivity sensitivityfaster fastermotorcycle motorcyclehealth healthpot potinventory inventoryshoot shootboss bosspeople peoplesupport supportterrible terriblecompany companyyears yearsrelease releasefree freeuninstall
174,174,False,9,10536,"I loved this game when it came out, when ashes of ariendel came out, the ringed city. I've been playing this game for such a long time, and what has happened after the game has been left to its own devices? They've disabled Family account share. Now if some hacker injects an item into my character I get banned. With no way of playing online properly without buying the game again. It should also be mentioned they've really screwed over the Cinders community, something that i've always been interested in. So I cannot in good faith recommend this game until family account sharing is restored. 

Well done fromsoft or Bandco whichever of you did this.

",i loved this game when it came out  when ashes of ariendel came out  the ringed city  i ve been playing this game for such a long time  and what has happened after the game has been left to its own devices  they ve disabled family account share  now if some hacker injects an item into my character i get banned  with no way of playing online properly without buying the game again  it should also be mentioned they ve really screwed over the cinders community  something that i ve always been interested in  so i cannot in good faith recommend this game until family account sharing is restored    well done fromsoft or bandco whichever of you did this   ,loveash ashariendel ariendelring ringcity citylong longtime timehappen happenleave leavedevices devicesdisable disablefamily familyaccount accountshare sharehacker hackerinject injectitem itemcharacter characterban banonline onlineproperly properlybuy buymention mentionscrew screwcinders cinderscommunity communityinterest interestgood goodfaith faithrecommend recommendfamily familyaccount accountshare sharerestore restorefromsoft fromsoftbandco bandcowhichever
175,175,False,9,6414,"Best time i ever had playing with friends pvp other stuff. After sometime playing i got softbanned by cheater forcing items into my eq so i created alt account played there for 800 hours today i wanted to play some ds 3 i noticed i cant play it forces me to steam store i restared steam nothing worked i cheacked checked internet for solvation i found information about ds 3 disabled family sharing so i lost 800hours of my life i cant get it back only option is to spend second time money to buy the game again. This change will kill comunity that is slowly dying and only thing saving it was community  who was making mods PvP improvnets now you cant play without a risk of getting banned on main account.

I recomend buying the game for new players but beware ds 3 will be not the same game anymore.

I m sorry for my bad english i hope you will forgive me. :p
",best time i ever had playing with friends pvp other stuff  after sometime playing i got softbanned by cheater forcing items into my eq so i created alt account played there for     hours today i wanted to play some ds   i noticed i cant play it forces me to steam store i restared steam nothing worked i cheacked checked internet for solvation i found information about ds   disabled family sharing so i lost    hours of my life i cant get it back only option is to spend second time money to buy the game again  this change will kill comunity that is slowly dying and only thing saving it was community  who was making mods pvp improvnets now you cant play without a risk of getting banned on main account   i recomend buying the game for new players but beware ds   will be not the same game anymore   i m sorry for my bad english i hope you will forgive me   p ,timefriends friendspvp pvpstuff stuffsoftbanned softbannedcheater cheaterforce forceitems itemseq eqcreate createalt altaccount accounthours hourstoday todayds dsnotice noticeforce forcesteam steamstore storerestared restaredsteam steamwork workcheacked cheackedcheck checkinternet internetsolvation solvationfind findds dsdisable disablefamily familyshare sharelose losehours hourslife lifeoption optionspend spendtime timemoney moneybuy buychange changekill killcomunity comunityslowly slowlydie diething thingsave savecommunity communitymods modspvp pvpimprovnets improvnetsrisk riskban banmain mainaccount accountrecomend recomendbuy buyplayers playersbeware bewareds dsbad badenglish englishhope hopeforgive
176,176,False,6,5999,"I mean, come on... PVE is fantastic, Pvp is just bull shit. Too many hackers and too many tryhard bullies who invade new players at sl20 with +15 estus flask, like wtf???",i mean  come on    pve is fantastic  pvp is just bull shit  too many hackers and too many tryhard bullies who invade new players at sl   with     estus flask  like wtf   ,pvefantastic fantasticpvp pvpbull bullshit shithackers hackerstryhard tryhardbully bullyinvade invadeplayers playerssl slestus estusflask flaskwtf
177,177,False,7,8735,"RIP Family sharing, RIP a large chunk of the game's population.

This game's ban system is dogshit.
Pure unadulterated automated robotic dogshit.
Bans can be issued when other players inject bad data onto your file.
Bans can be issued on backups, or even when you transfer saves between accounts.
Bans can be issued on mods that don't give any innate advantages to play.
Bans can last indefinitely (9+ months on wiped data).
Family Sharing was a cool way to continue to enjoy the game despite its terrible ban system and without having to pay for an additional copy. You almost always had to start from scratch, and that always sucked but at least it was possible.
They did away with that, so I recommend you do away with them.

RIP the 73 hrs I spent on a legitimate family shared account farming out items for my newbie brother and doing a NG and NG+ fullclear. Since fromsoft still has me banned as of 7 months ago on a wiped account. I followed the rules as soon as I got the notification, 1 month turned into 7. RIP him being able to play with me since i'm not dropping 50 bucks again.

Won't be purchasing fromsoft products any more.",rip family sharing  rip a large chunk of the game s population   this game s ban system is dogshit  pure unadulterated automated robotic dogshit  bans can be issued when other players inject bad data onto your file  bans can be issued on backups  or even when you transfer saves between accounts  bans can be issued on mods that don t give any innate advantages to play  bans can last indefinitely     months on wiped data   family sharing was a cool way to continue to enjoy the game despite its terrible ban system and without having to pay for an additional copy  you almost always had to start from scratch  and that always sucked but at least it was possible  they did away with that  so i recommend you do away with them   rip the    hrs i spent on a legitimate family shared account farming out items for my newbie brother and doing a ng and ng  fullclear  since fromsoft still has me banned as of   months ago on a wiped account  i followed the rules as soon as i got the notification    month turned into    rip him being able to play with me since i m not dropping    bucks again   won t be purchasing fromsoft products any more ,ripfamily familyshare sharerip riplarge largechunk chunkpopulation populationban bansystem systemdogshit dogshitpure pureunadulterated unadulteratedautomate automaterobotic roboticdogshit dogshitban banissue issueplayers playersinject injectbad baddata datafile fileban banissue issuebackups backupstransfer transfersave saveaccount accountban banissue issuemods modsinnate innateadvantage advantageban banindefinitely indefinitelymonths monthswipe wipedata datafamily familyshare sharecool coolcontinue continueenjoy enjoyterrible terribleban bansystem systempay payadditional additionalcopy copystart startscratch scratchsuck suckrecommend recommendrip riphrs hrsspend spendlegitimate legitimatefamily familyshare shareaccount accountfarm farmitems itemsnewbie newbiebrother brotherng ngng ngfullclear fullclearfromsoft fromsoftban banmonths monthsago agowipe wipeaccount accountfollow followrule rulenotification notificationmonth monthturn turnrip ripdrop dropbuck buckwin winpurchase purchasefromsoft fromsoftproducts
178,178,False,12,9699,"I love this game, but I can no longer recommend it. Look at this review as a protest. This has gotta be the only game out there that punishes legitimate players rather that the ones who cheat. Not only is  the banning system is way too aggressive, but cheaters can force broken items into your inventory and cause you to get banned.

And to top it all off, they have just disabled family sharing. At least before if you were banned, you could use a alternate steam account to still play. Now you have to repurchase the game.",i love this game  but i can no longer recommend it  look at this review as a protest  this has gotta be the only game out there that punishes legitimate players rather that the ones who cheat  not only is  the banning system is way too aggressive  but cheaters can force broken items into your inventory and cause you to get banned   and to top it all off  they have just disabled family sharing  at least before if you were banned  you could use a alternate steam account to still play  now you have to repurchase the game ,lovelonger longerrecommend recommendreview reviewprotest protestgotta gottapunish punishlegitimate legitimateplayers playerscheat cheatban bansystem systemaggressive aggressivecheaters cheatersforce forcebreak breakitems itemsinventory inventoryban bantop topdisable disablefamily familyshare shareban banalternate alternatesteam steamaccount accountrepurchase
179,179,False,10,7755,"They removed Family Share. So RIP any chances of playing one of the amazing community mods, dicking around offline with the Cheat Engine to make cool looking outfits for cosplay ideas, or just in general if you got banned because some asshat abusing the system forced items into your inventory that you cannot get rid of. 

GOOD JOB BANDAI YOU FUCKING USELESS CUNTS.",they removed family share  so rip any chances of playing one of the amazing community mods  dicking around offline with the cheat engine to make cool looking outfits for cosplay ideas  or just in general if you got banned because some asshat abusing the system forced items into your inventory that you cannot get rid of    good job bandai you fucking useless cunts ,removefamily familyshare sharerip ripchance chanceamaze amazecommunity communitymods modsdicking dickingoffline offlinecheat cheatengine enginecool cooloutfit outfitcosplay cosplayideas ideasgeneral generalban banasshat asshatabuse abusesystem systemforce forceitems itemsinventory inventoryrid ridgood goodjob jobbandai bandaifuck fuckuseless uselesscunts
180,180,False,8,4308,loss of a huge chunk of my life in multiple saves on my family share you cunts have now stole from be after being unjust banned on this one and having family share now deactivated. you also did some rather sneaky small hat shareholder things when you only removed family share after steam sale.,loss of a huge chunk of my life in multiple saves on my family share you cunts have now stole from be after being unjust banned on this one and having family share now deactivated  you also did some rather sneaky small hat shareholder things when you only removed family share after steam sale ,losshuge hugechunk chunklife lifemultiple multiplesave savefamily familyshare sharecunts cuntssteal stealunjust unjustban banfamily familyshare sharedeactivate deactivatesneaky sneakysmall smallhat hatshareholder shareholderthings thingsremove removefamily familyshare sharesteam steamsale
182,182,False,4,8119,Dont buy until Family sharing is back up,dont buy until family sharing is back up,dontbuy buyfamily familyshare
183,183,False,4,22461,"Cheaters are able to inject items directly into your inventory while co-oping or invading. This gets you banned. They had the bright idea to disable family sharing right as all of this is going on, so theres no way to bypass these false bans anymore. Play online at your own risk.",cheaters are able to inject items directly into your inventory while co oping or invading  this gets you banned  they had the bright idea to disable family sharing right as all of this is going on  so theres no way to bypass these false bans anymore  play online at your own risk ,cheatersinject injectitems itemsdirectly directlyinventory inventoryoping opinginvade invadeban banbright brightidea ideadisable disablefamily familyshare sharebypass bypassfalse falseban banonline onlinerisk
184,184,False,1,12644,"Don't get me wrong, I consider this game to be a masterpiece of game design. But be aware that the PC version has a MASSIVE hacker problem. Currently, if you play online hackers are able to inject hacked items into character inventories, and this will cause you to be banned by the games own automated anti-cheat software within a week, even if you immediately delete the character. You can appeal the ban, but it will take close to a month and if it happens a 2nd time it will be permanent. Unless you want to spend a lot of time dealing with third party guard dog software or risk losing all online features, I highly recommend playing the console version instead. And I do highly recommend the game itself.",don t get me wrong  i consider this game to be a masterpiece of game design  but be aware that the pc version has a massive hacker problem  currently  if you play online hackers are able to inject hacked items into character inventories  and this will cause you to be banned by the games own automated anti cheat software within a week  even if you immediately delete the character  you can appeal the ban  but it will take close to a month and if it happens a  nd time it will be permanent  unless you want to spend a lot of time dealing with third party guard dog software or risk losing all online features  i highly recommend playing the console version instead  and i do highly recommend the game itself ,wrongmasterpiece masterpiecedesign designaware awarepc pcversion versionmassive massivehacker hackerproblem problemonline onlinehackers hackersinject injecthack hackitems itemscharacter characterinventory inventoryban banautomate automateanti anticheat cheatsoftware softwareweek weekdelete deletecharacter characterappeal appealban banclose closemonth monthhappen happentime timepermanent permanentspend spendlot lottime timedeal dealparty partyguard guarddog dogsoftware softwarerisk risklose loseonline onlinefeature featurehighly highlyrecommend recommendconsole consoleversion versionhighly highlyrecommend
186,186,False,1,10457,"i honestly would like to go back in the game but i am afraid i would encounter a hacker and get me banned. so far i have seen alot of ppl getting banned because of these ""excuse of human trash"" called hackers, at this point , i rather not play this game at all.",i honestly would like to go back in the game but i am afraid i would encounter a hacker and get me banned  so far i have seen alot of ppl getting banned because of these  excuse of human trash  called hackers  at this point   i rather not play this game at all ,honestlyafraid afraidencounter encounterhacker hackerban banalot alotppl pplban banexcuse excusehuman humantrash trashcall callhackers hackerspoint
187,187,False,1,30047,Kings Field clone. garbage. Want my 500 hours back.,kings field clone  garbage  want my     hours back ,kingsfield fieldclone clonegarbage garbagehours
188,188,False,1,250,This game sucks all you do is swing your gay ass sword like a twink,this game sucks all you do is swing your gay ass sword like a twink,suckswing swinggay gayass asssword swordtwink
189,189,False,3,13160,"FromSoft just removed family sharing for this game. Huge mistake. Now my friends who had to create another account and then share this game to their alt account because some hacker dropped them broken items, banning their accounts, cant even play with me. And theyre completely innocent. They didnt know any better, theyre new to the game. This was a bad move on FromSoft's end. Now we're all going to stop playing because we cant play together. I soon foresee the ""banned"" servers becoming the new vanilla servers as literally anyone could be banned from hackers breaking your character data that you cant do anything about.",fromsoft just removed family sharing for this game  huge mistake  now my friends who had to create another account and then share this game to their alt account because some hacker dropped them broken items  banning their accounts  cant even play with me  and theyre completely innocent  they didnt know any better  theyre new to the game  this was a bad move on fromsoft s end  now we re all going to stop playing because we cant play together  i soon foresee the  banned  servers becoming the new vanilla servers as literally anyone could be banned from hackers breaking your character data that you cant do anything about ,fromsoftremove removefamily familyshare sharehuge hugemistake mistakefriends friendscreate createaccount accountshare sharealt altaccount accounthacker hackerdrop dropbreak breakitems itemsban banaccount accountcompletely completelyinnocent innocentdidnt didntbad badmove movefromsoft fromsoftforesee foreseeban banservers serversvanilla vanillaservers serversliterally literallyban banhackers hackersbreak breakcharacter characterdata
190,190,False,3,56,make sure you have a controller or you will die cause you are so bad or look at all the keybinds for 10 hours and forget them mid way threw,make sure you have a controller or you will die cause you are so bad or look at all the keybinds for    hours and forget them mid way threw,controllerdie diebad badkeybinds keybindshours hoursforget forgetmid midthrow
191,191,False,3,2221,"I know many people see Dark Souls 3 as the best of the series but I, for some reason, never really brought myself to finish it, which is weird because I beat every other game (inculding Bloodborne) at least once.

I started (not even exaggerating) 7-8 different characters and quit around the time after you beat the Abyss Watchers.
It bothers me I cannot recommend this game based on my personal experience, but I know that many are and and will enjoy this game!",i know many people see dark souls   as the best of the series but i  for some reason  never really brought myself to finish it  which is weird because i beat every other game  inculding bloodborne  at least once   i started  not even exaggerating      different characters and quit around the time after you beat the abyss watchers  it bothers me i cannot recommend this game based on my personal experience  but i know that many are and and will enjoy this game ,peopleseries seriesreason reasonbring bringfinish finishweird weirdbeat beatinculding inculdingbloodborne bloodbornestart startexaggerate exaggeratecharacter characterquit quittime timebeat beataby abywatchers watchersbother botherrecommend recommendbase basepersonal personalexperience experienceenjoy
192,192,False,3,5984,Although ı consider this game one of the greatest of all time and best in the series ı cant recommend it. Dont get me wrong game itself is fantastic but in its current state its unplayable beacuse of hackers who invade your game and drop of items in your inventory that inevitably get you banned. Fortunately I have not been banned but ı dont plan on playing the game again anytime soon. I suggest you get this game on ps4 where there are fewer to none hackers. Or just dont bother at all since the games creators dont seem to either. This was one of my favorite games of all time. What a shame...,although   consider this game one of the greatest of all time and best in the series   cant recommend it  dont get me wrong game itself is fantastic but in its current state its unplayable beacuse of hackers who invade your game and drop of items in your inventory that inevitably get you banned  fortunately i have not been banned but   dont plan on playing the game again anytime soon  i suggest you get this game on ps  where there are fewer to none hackers  or just dont bother at all since the games creators dont seem to either  this was one of my favorite games of all time  what a shame   ,greatesttime timeseries seriesrecommend recommenddont dontwrong wrongfantastic fantasticcurrent currentstate stateunplayable unplayablebeacuse beacusehackers hackersinvade invadedrop dropitems itemsinventory inventoryinevitably inevitablyban banfortunately fortunatelyban bandont dontplan plananytime anytimeps psfewer fewerhackers hackersdont dontbother bothercreators creatorsdont dontfavorite favoritetime timeshame
193,193,False,6,4723,Not worth the time if you can just be banned for little things and having to fight what is an obvious money grab.,not worth the time if you can just be banned for little things and having to fight what is an obvious money grab ,worthtime timeban banthings thingsfight fightobvious obviousmoney moneygrab
194,194,False,7,1556,Most overrated series of all time.  Keyboard/Mouse port is as terrible as usual.,most overrated series of all time   keyboard mouse port is as terrible as usual ,overrateseries seriestime timekeyboard keyboardmouse mouseport portterrible terribleusual
196,196,False,2,25,"This is a lazy port from console without any PC optimization. Tooltips only show controls for controllers and there is no option to change this to KB+M controls. I don't even have a controller. This makes no sense. I have to constantly go back and forth between my keybinds settings just to see what key does what. More frustrating than it is worth. It is even locked to 60 FPS! As if this were still on a console! Gross. 

I really wanted to like this game and be able to enjoy it, but it just wasn't made for PC at all. Requested a refund after finding no way to change tooltips to show KB+M controls instead of controller.",this is a lazy port from console without any pc optimization  tooltips only show controls for controllers and there is no option to change this to kb m controls  i don t even have a controller  this makes no sense  i have to constantly go back and forth between my keybinds settings just to see what key does what  more frustrating than it is worth  it is even locked to    fps  as if this were still on a console  gross    i really wanted to like this game and be able to enjoy it  but it just wasn t made for pc at all  requested a refund after finding no way to change tooltips to show kb m controls instead of controller ,lazyport portconsole consolepc pcoptimization optimizationtooltips tooltipscontrol controlcontrollers controllersoption optionchange changekb kbcontrol controlcontroller controllersense senseconstantly constantlykeybinds keybindssettings settingskey keyfrustrate frustrateworth worthlock lockfps fpsconsole consolegross grossenjoy enjoypc pcrequest requestrefund refundfind findchange changetooltips tooltipskb kbcontrol controlcontroller
197,197,False,4,10903,"There are hundreds of weapons and spells and armour and rings to put on your fingers and liek 15 different stats to level up that all do different things. For me, this just constantly makes me wonder if I'm doing the right thing, instead of being able to enjoy the game. It really punishes you for not making a good ""build"" and has exceptions to lots of rules and you end up playing 80% of the time and googling the other 20%. There are also lots of characters to talk to and items and pick up in an exact order in random parts of the maps, even places where you've been before ages ago. And sometimes you should kill these NPCs and sometimes you shouldn't. More googling required. Also, if you ever look up how to beat certain bosses (and you will end up doing that), you'll probably find that everyone else on youtube has way more health than you, as well as better stamina and other stats, their weapons do way more damage, they have a better ""build"" and they had equipped better items, so the boss fight is easy for them and you won't learn much.

To me, a game you have to google in order to play it properly and have any chance of completing....isn't a good game. I also completed it twice (on NG+) so no, I'm not just ""bad at the game"" :)

Also, equip load above 70% causes the player to slow down when rolling - the game never explains this. More googling required instead of playing. Get over yourselves, devs.",there are hundreds of weapons and spells and armour and rings to put on your fingers and liek    different stats to level up that all do different things  for me  this just constantly makes me wonder if i m doing the right thing  instead of being able to enjoy the game  it really punishes you for not making a good  build  and has exceptions to lots of rules and you end up playing     of the time and googling the other      there are also lots of characters to talk to and items and pick up in an exact order in random parts of the maps  even places where you ve been before ages ago  and sometimes you should kill these npcs and sometimes you shouldn t  more googling required  also  if you ever look up how to beat certain bosses  and you will end up doing that   you ll probably find that everyone else on youtube has way more health than you  as well as better stamina and other stats  their weapons do way more damage  they have a better  build  and they had equipped better items  so the boss fight is easy for them and you won t learn much   to me  a game you have to google in order to play it properly and have any chance of completing    isn t a good game  i also completed it twice  on ng   so no  i m not just  bad at the game      also  equip load above     causes the player to slow down when rolling   the game never explains this  more googling required instead of playing  get over yourselves  devs ,hundredsweapons weaponsspell spellarmour armourring ringfinger fingerliek liekstats statslevel levelthings thingsconstantly constantlything thingenjoy enjoypunish punishgood goodbuild buildexceptions exceptionslot lotrule ruletime timegoogle googlelot lotcharacter charactertalk talkitems itemspick pickexact exactorder orderrandom randommap mapplace placeage ageago agokill killnpcs npcsgoogle googlerequire requirebeat beatboss bossfind findyoutube youtubehealth healthstamina staminastats statsweapons weaponsdamage damagebuild buildequip equipitems itemsboss bossfight fighteasy easywin winlearn learngoogle googleorder orderproperly properlychance chancecomplete completegood goodcomplete completeng ngbad badequip equipload loadplayer playerslow slowroll rollexplain explaingoogle googlerequire requiredevs
198,198,False,9,13,"who the hell thinks oh lets port a game to PC and show the original controller controls in the game tutorial. the laziness of this is beyond amazing, give me my money back. I refuse to pay for laziness and i refuse to play laziness.",who the hell thinks oh lets port a game to pc and show the original controller controls in the game tutorial  the laziness of this is beyond amazing  give me my money back  i refuse to pay for laziness and i refuse to play laziness ,hellport portpc pcoriginal originalcontroller controllercontrol controltutorial tutoriallaziness lazinessamaze amazemoney moneyrefuse refusepay paylaziness lazinessrefuse refuselaziness
200,200,False,10,4947,"DO NOT purchase this game from this moment onward, family share has been disabled.
Meaning under this mostly useless anti-cheat system you could get banned from online play easily, and now you wont be able to fix the unfair ban by using family share.

Dont even play the game if you have purchased it, or just play it offline.",do not purchase this game from this moment onward  family share has been disabled  meaning under this mostly useless anti cheat system you could get banned from online play easily  and now you wont be able to fix the unfair ban by using family share   dont even play the game if you have purchased it  or just play it offline ,purchasemoment momentonward onwardfamily familyshare sharedisable disableuseless uselessanti anticheat cheatsystem systemban banonline onlineeasily easilyunfair unfairban banfamily familyshare sharedont dontpurchase purchaseoffline
201,201,False,3,11618,"Recently, hackers started to easily spawn you and put hacked items in your inventory, corrupting your game files.
It is extremely frustrating and makes the game almost impossible to play online. You should not buy the game if you are planning to play it online.",recently  hackers started to easily spawn you and put hacked items in your inventory  corrupting your game files  it is extremely frustrating and makes the game almost impossible to play online  you should not buy the game if you are planning to play it online ,hackersstart starteasily easilyspawn spawnhack hackitems itemsinventory inventorycorrupt corruptfile fileextremely extremelyfrustrate frustrateimpossible impossibleonline onlinebuy buyplan planonline
202,202,False,2,12527,"Cheaters will force to put shit in your inventory, you will die and die and die without knowing why, ah also you will have to delete the pg, this game doesnt deserve a good review until it gets a proper anti-cheat.

STAY AWAY THIS GAME IS A CHEATER-FEST",cheaters will force to put shit in your inventory  you will die and die and die without knowing why  ah also you will have to delete the pg  this game doesnt deserve a good review until it gets a proper anti cheat   stay away this game is a cheater fest,cheatersforce forceshit shitinventory inventorydie diedie diedie diedelete deletepg pgdoesnt doesntdeserve deservegood goodreview reviewproper properanti anticheat cheatstay staycheater cheaterfest
203,203,False,2,152,"A waste of Money. I've played Dark Souls on console and when i got my PC Dark Souls was a must have, but after finishing making character I came to a roadblock, I'm unable to hit enemies and enemies are unable to hit me. At first i thought it was a mere bug so I uninstalled and then reinstalled as you do, the bug remained. I did some searching around and I found out this bug has been out since the game was released in 2016. So if there is a way to fix this bug please inform me, but besides that an absolute waste of fucking money.",a waste of money  i ve played dark souls on console and when i got my pc dark souls was a must have  but after finishing making character i came to a roadblock  i m unable to hit enemies and enemies are unable to hit me  at first i thought it was a mere bug so i uninstalled and then reinstalled as you do  the bug remained  i did some searching around and i found out this bug has been out since the game was released in       so if there is a way to fix this bug please inform me  but besides that an absolute waste of fucking money ,wastemoney moneyconsole consolepc pcfinish finishcharacter characterroadblock roadblockunable unablehit hitenemies enemiesenemies enemiesunable unablehit hitmere merebug buguninstalled uninstalledreinstall reinstallbug bugremain remainsearch searchfind findbug bugrelease releasebug buginform informabsolute absolutewaste wastefuck fuckmoney
